DOID,Type,MeSH,UMLS_CUI
13452,DIS,D015423,C0036416
13453,DIS,,C0153218
13454,DIS,,C0343714
13461,DIS,,C0375381
13473,DIS,,C0155156
13474,DIS,,C0155155
13476,DIS,,C0153484
13477,DIS,,C0152460
13481,DIS,,
13482,DIS,,
13487,DIS,,C0236791
13490,DIS,,C0155496
13491,DIS,,C0155498
13492,DIS,,C0155497
13498,DIS,,C0156279
13499,DIS,D007580,C0153427
135,DIS,,C1511106
1350,DIS,D010255,C0030470
13500,DIS,D014064,C0040414
13501,DIS,,
13507,DIS,,C1261278
13514,DIS,,C0154842
13515,DIS,,
1352,DIS,D010254,C0030469
13520,DIS,,C0158948
13521,DIS,,C0343312
13523,DIS,D008118,C0023968
13533,DIS,,
13534,DIS,,C0155506
13538,DIS,,C0346366
13543,DIS,D006961,C0020502
13544,DIS,D057066,C0152136
13548,DIS,D010302,C0030569
13549,DIS,,C0154945
1355,DIS,,C1335339
13550,DIS,D015812,C0017605
13560,DIS,,C0153995
13561,DIS,D015594,C0029128
13564,DIS,D001228,C0004030
13565,DIS,D020953,C0752342
13566,DIS,,C0158315
1357,DIS,,"C0153476, C0740487"
13574,DIS,,C0154980
13575,DIS,,C1456268
13576,DIS,D005330,C2909036
13579,DIS,D007732,C0022806
1358,DIS,D008444,C0024958
13580,DIS,,
13585,DIS,D004368,C0013240
13589,DIS,,C0156416
13593,DIS,,C0013537
136,DIS,,"C1512974, C1519918"
1360,DIS,,C0153478
13603,DIS,D041781,C0022354
13608,DIS,D001656,C0005411
1361,DIS,,C0345672
13619,DIS,D001651,C0005398
1362,DIS,,C1335342
13620,DIS,D054092,C0016522
13622,DIS,D002169,C0006818
13626,DIS,,C0155078
13628,DIS,D005236,C0015702
13629,DIS,,C1456162
1363,DIS,,C0153477
13636,DIS,,
1364,DIS,,C0345668
13641,DIS,D017889,C0206368
13649,DIS,,C0154759
13651,DIS,,C0155243
13653,DIS,,C0155244
13654,DIS,,C0155245
13655,DIS,,C0155248
13656,DIS,,C0000774
13658,DIS,,C0156282
13662,DIS,,C0400832
13664,DIS,D004673,C0751101
13676,DIS,,C0155357
13677,DIS,D020083,C0263859
13687,DIS,,C0156087
13689,DIS,,C0149525
13690,DIS,,C0153191
13691,DIS,,C0349502
137,DIS,,C1336943
13709,DIS,,C0033038
1371,DIS,,C1336902
13711,DIS,D009050,C0026618
13714,DIS,D000848,C0399352
13717,DIS,,C0152257
13722,DIS,D020818,C0752191
13724,DIS,D012614,C0036474
13725,DIS,D001602,C0005122
1373,DIS,,C0334485
13730,DIS,,C0155618
13731,DIS,,C0155617
13732,DIS,D010202,C0030332
13736,DIS,,C0269047
13738,DIS,,C0151731
13739,DIS,,C0156195
13742,DIS,,C1336047
13743,DIS,,C0347446
1375,DIS,,C0235815
13756,DIS,,C0155234
13757,DIS,D007766,C0152227
13760,DIS,,C0030759
13767,DIS,D003003,C0009021
13768,DIS,D009889,C0029106
13774,DIS,D000224,C0001403
13775,DIS,,C0042548
13777,DIS,,
13778,DIS,D002602,C0007947
13781,DIS,,C0152093
13787,DIS,,C0155362
13788,DIS,,C0155361
13789,DIS,,C0155360
13790,DIS,,C0155460
13791,DIS,,C0155461
13794,DIS,,C0155353
13799,DIS,,C0153549
138,DIS,,C1519931
1380,DIS,D016889,"C0007103, C0014170"
13800,DIS,D003235,C0009770
13801,DIS,D000258,C0031351
13809,DIS,D006950,C0020474
1381,DIS,D005588,C0016632
13810,DIS,,
13811,DIS,,C0156370
13812,DIS,,C0241593
13814,DIS,D020437,C0152181
13819,DIS,D008219,C0024286
1382,DIS,D008883,C0026113
13822,DIS,,C0039613
13823,DIS,,C0155183
13825,DIS,,C0155174
1383,DIS,D013543,C0038986
13832,DIS,D004374,C0013274
13839,DIS,,C0477355
1386,DIS,,
13861,DIS,,C0155355
13862,DIS,,C0154946
13864,DIS,D020432,"C0271375, C0423092"
13865,DIS,D005156,C0015467
13866,DIS,,C0154733
13867,DIS,,C0155505
13868,DIS,,C0020594
1387,DIS,,
1388,DIS,D013631,C0039292
13884,DIS,,C0037052
1389,DIS,,
13891,DIS,D001716,C0005592
139,DIS,D010212,C0205874
1390,DIS,D006995,C0020597
13902,DIS,D010854,"C0031898, C0040249"
13909,DIS,D003117,C0155016
1391,DIS,D007863,C0023195
13910,DIS,D003117,C0155015
13911,DIS,,
13912,DIS,D003117,C0155018
13913,DIS,,C0154735
13918,DIS,,C0520482
13919,DIS,,C0152194
1392,DIS,C562401,C0155300
13921,DIS,,C0341108
13922,DIS,D057765,C0341106
13924,DIS,D005892,"C0017575, C1527368"
13929,DIS,D007767,C0022906
1393,DIS,,
13934,DIS,D005158,C0015469
13938,DIS,D000568,C0002453
1394,DIS,D012553,C0276926
13941,DIS,D065635,C0155502
13942,DIS,,C0275654
13943,DIS,,C0153192
13945,DIS,D046589,C0751587
13948,DIS,D001748,C0005694
13949,DIS,D018856,C0282488
1395,DIS,,C0029827
13951,DIS,,C1519850
13953,DIS,,C1519847
13955,DIS,,C0153994
13956,DIS,,C1519860
13957,DIS,,C1519856
13958,DIS,,C1519853
13963,DIS,,C0271166
13964,DIS,,C0152258
1397,DIS,,C0155261
13972,DIS,,C0153553
13976,DIS,D004942,C0014869
1398,DIS,,C0014238
1399,DIS,,C0155229
13994,DIS,,
13996,DIS,,C0278805
13999,DIS,,C0155150
1400,DIS,D007766,C0022904
14000,DIS,,C0154916
14004,DIS,,C0162872
14006,DIS,,C0155747
14018,DIS,D008104,C0023891
14019,DIS,,C0494040
14021,DIS,D013991,C0040213
14022,DIS,,C0205930
14026,DIS,,C0151482
14032,DIS,,C0153495
14033,DIS,,C0153496
14037,DIS,,C0345010
14039,DIS,D016878,C0085404
1404,DIS,,C0154948
14040,DIS,D016884,C0085409
14042,DIS,,C0236773
14043,DIS,D020941,C0158982
14049,DIS,D060446,
1405,DIS,,C0017606
14059,DIS,,C0153621
1406,DIS,D007500,C0022081
14064,DIS,,C0403414
14066,DIS,,C0341689
14067,DIS,D016778,C0024535
14068,DIS,D001742,C0005681
14069,DIS,D016779,C0024534
1407,DIS,D014606,C0042165
14070,DIS,,C0155379
14075,DIS,D005155,C0017407
14080,DIS,C563177,C3838731
14081,DIS,,C0155507
14087,DIS,D013716,"C0014488, C0039516"
14089,DIS,D017213,C0162644
14092,DIS,,C0155734
14095,DIS,D001907,C0006060
14096,DIS,,C0021360
14099,DIS,,C0700588
14107,DIS,D053684,C0149870
14110,DIS,,"C0153445, C0153446"
14111,DIS,,C0155963
14115,DIS,D012772,C0600327
14116,DIS,D008069,"C0023804, C0028253"
14118,DIS,,
1412,DIS,D001437,C0004659
14121,DIS,,C0242645
14125,DIS,,C1263898
14130,DIS,,C2711750
14131,DIS,,C1456248
14133,DIS,,C0152079
14139,DIS,,C1332268
1414,DIS,,C0029697
14140,DIS,,C1456163
14145,DIS,,C0349538
14146,DIS,D053039,C0041952
1415,DIS,,
14150,DIS,,C1336044
14151,DIS,,C1336045
14152,DIS,,C1336049
14155,DIS,,C0155301
14159,DIS,D006849,C0549423
14165,DIS,,C0155516
1417,DIS,,
14172,DIS,,C0155582
14174,DIS,D018306,C0206719
14175,DIS,,
14176,DIS,D017099,C0162539
14177,DIS,,C1457897
14179,DIS,C537409,C0221026
14181,DIS,,C0158303
14183,DIS,D020269,C0085677
14184,DIS,,C0154762
14188,DIS,D002062,C0311223
14192,DIS,,C0158304
14199,DIS,,C0155373
14202,DIS,,
14203,DIS,D003882,C0263666
14213,DIS,,
14218,DIS,D054067,"C1959620, C3495551"
14219,DIS,D000141,C0001126
14221,DIS,D024821,C0524620
14223,DIS,D009794,C0028817
14224,DIS,,C0264324
14225,DIS,,C0155805
14227,DIS,D053713,C0004509
14228,DIS,D009845,C0028960
14230,DIS,,C0155354
14233,DIS,,C0155285
14239,DIS,,"C0029835, C0152942"
14243,DIS,,C0155391
14244,DIS,,C0155233
14245,DIS,,C0154850
14247,DIS,,C0271454
14248,DIS,,C0155441
1425,DIS,,C0034223
14250,DIS,D004314,C0013080
14251,DIS,,C0154863
14252,DIS,,C0154865
14253,DIS,,C0154861
14256,DIS,D016706,C0085253
1426,DIS,D014515,C0403608
14261,DIS,D005600,C0016667
14262,DIS,D002180,C0006849
14264,DIS,D020936,C0270851
14265,DIS,,C0034076
14268,DIS,D015209,C0008313
14269,DIS,,C0267924
14270,DIS,,C0311273
14271,DIS,,C0267917
14272,DIS,,C0031052
14275,DIS,,C0156393
14276,DIS,D019534,C0376685
1428,DIS,,
14283,DIS,D010004,C0029411
14284,DIS,D046788,C0877149
14286,DIS,D001177,C0003892
14287,DIS,,C0155356
14289,DIS,D004437,C0013481
14291,DIS,,
14292,DIS,,C0013426
14305,DIS,D004654,C0014014
14308,DIS,D000796,C0002989
14319,DIS,D011001,C0032241
1432,DIS,,C0155020
14320,DIS,,C0270549
14323,DIS,,
14324,DIS,,C0024536
14325,DIS,,C0153121
14330,DIS,D010300,C0030567
14332,DIS,D010301,C0030568
14336,DIS,,C0154209
14350,DIS,D013969,C0040150
14351,DIS,,C0154162
14353,DIS,,C0001360
1436,DIS,,C0155135
14365,DIS,C536778,C0342788
14374,DIS,,C0028425
14384,DIS,,"C0153637, C1263888"
1439,DIS,D011776,C0034359
14392,DIS,,C0152250
14397,DIS,,C0152507
1440,DIS,,
14400,DIS,,C0343084
14402,DIS,D011115,C0393851
1441,DIS,D020754,C0087012
14413,DIS,,C0155520
14415,DIS,D007873,"C0022441, C0023234"
14418,DIS,D004320,C0013100
14422,DIS,D004154,C0012517
14423,DIS,D020435,C0154731
14427,DIS,,C0154191
1443,DIS,,C0154671
14435,DIS,,C0155440
14443,DIS,,C0152230
14444,DIS,,C0155090
14445,DIS,,C0154947
14447,DIS,,
14448,DIS,,
14449,DIS,D006060,C0018055
14450,DIS,,
14451,DIS,D020513,C0238357
14452,DIS,D020514,C0238358
14453,DIS,D005203,C0015634
14456,DIS,,C0302362
14457,DIS,D002007,C0302363
14459,DIS,,C1335128
14463,DIS,,C0346352
14464,DIS,D009459,C0027849
14472,DIS,D018804,C0243025
14482,DIS,D006559,C0019343
14483,DIS,D020150,C0264746
14484,DIS,D013174,C0038034
14489,DIS,,C1336876
14491,DIS,,C0854921
14495,DIS,D004377,C0013288
14497,DIS,,
14498,DIS,,
14499,DIS,,
14500,DIS,,
14501,DIS,,
14502,DIS,D015217,C0008384
14503,DIS,,
14504,DIS,,
14507,DIS,,C0155123
14512,DIS,,C0006842
14515,DIS,D017624,C0206115
14522,DIS,,C0154839
14523,DIS,,C0155375
14524,DIS,,C0154669
14525,DIS,D012202,C0035400
14529,DIS,,C0266878
1453,DIS,,C0155964
14534,DIS,,C1334569
14535,DIS,,C1334566
14544,DIS,,C0863024
14545,DIS,,C1519233
14546,DIS,,C0153479
14547,DIS,,C1336039
14548,DIS,,C0339572
1455,DIS,D005929,C0017677
14550,DIS,D012391,C0035851
14555,DIS,D009901,C0152112
14557,DIS,,C0152171
14559,DIS,,C0375197
1456,DIS,D005928,C0017675
14566,DIS,,
1458,DIS,,C0154157
1459,DIS,D007037,C0020676
146,DIS,D010211,C0030353
1460,DIS,,C1135215
1461,DIS,,C0149649
14654,DIS,D011472,C0033581
14669,DIS,C538179,C0220659
1467,DIS,,C0155504
14670,DIS,C537632,C0220742
14671,DIS,C562441,C0220744
14679,DIS,C536534,C0220708
1468,DIS,D007762,C0022893
14681,DIS,D056730,C0175693
14683,DIS,C536036,C0220692
14686,DIS,C535679,C0265341
14687,DIS,C536170,C0220726
14692,DIS,D019082,C0175694
14693,DIS,D004476,C0162361
14694,DIS,C535880,C0175692
14695,DIS,,
14699,DIS,C536940,C0175703
1470,DIS,,"C0024517, C0154409"
14701,DIS,,
14702,DIS,D019280,C0265234
14705,DIS,D000168,C0220658
14711,DIS,C537923,C0220769
14717,DIS,,
14720,DIS,,
14723,DIS,C535818,C1533628
14725,DIS,C537323,C0220693
14731,DIS,,
14735,DIS,,C0019243
14737,DIS,C536456,C0220767
1474,DIS,D010520,C0031106
14743,DIS,C536820,C0432233
14744,DIS,C562446,C0220775
14748,DIS,,
14749,DIS,,
1475,DIS,D008202,C0024221
14753,DIS,,
14755,DIS,,
14756,DIS,,
14757,DIS,,
14759,DIS,,C0268340
14761,DIS,C537300,C0265306
14762,DIS,,C0175700
14764,DIS,C580241,
14766,DIS,,
14768,DIS,D000168,C0175699
14773,DIS,,
14775,DIS,,
14777,DIS,D020936,C0220669
14778,DIS,C562419,C0220663
14780,DIS,C537015,C0220687
14784,DIS,D009849,C0028968
14789,DIS,C535788,
14791,DIS,,
14793,DIS,,
14796,DIS,,
14798,DIS,,C0220757
1483,DIS,D005882,C0017563
1485,DIS,D003550,C0010674
1492,DIS,,C0004608
1495,DIS,,C0152068
1496,DIS,D004443,C0013502
1498,DIS,D002771,C0008354
15,DIS,,C1335037
150,DIS,D001523,C0004936
1508,DIS,D002177,C0006840
1509,DIS,,C0004444
1510,DIS,,C0029707
1512,DIS,,C0153206
1513,DIS,,C0269062
1517,DIS,D002430,C0007528
1518,DIS,D002429,C0007527
1519,DIS,,C0149640
1520,DIS,,C0699790
1521,DIS,D002430,C0153437
1522,DIS,,C1332867
1523,DIS,,C0519037
1525,DIS,D010201,C0030328
1526,DIS,D015434,C0030326
1529,DIS,,C0029785
1532,DIS,D010995,C0032226
154,DIS,,
1540,DIS,D010282,"C0030521, C0153653"
1542,DIS,,C1334927
1554,DIS,,C0157743
1555,DIS,,C0029839
1556,DIS,D001183,C0003907
1557,DIS,D007105,C0020951
1558,DIS,,C0002994
1561,DIS,,C0029227
1562,DIS,D002862,C0008582
1563,DIS,D003881,C0011630
1564,DIS,D009181,C0026946
1569,DIS,,C0155194
1570,DIS,D004483,C0013592
1571,DIS,,C0155195
1572,DIS,D006850,C0020258
1573,DIS,D006849,C0009451
1574,DIS,,C0085762
1575,DIS,,
1577,DIS,D045745,C0748540
1578,DIS,,C0339904
1579,DIS,,C0029582
1580,DIS,D045743,C1258104
1583,DIS,D014387,C0041315
1584,DIS,D056586,C0742343
1586,DIS,D012213,"C0035436, C0264743"
1587,DIS,,C0272286
1588,DIS,D013921,C0040034
1591,DIS,D006978,C0020545
1595,DIS,,"C0011573, C0041696"
1596,DIS,,C0011570
16,DIS,,
1602,DIS,D008199,"C0024205, C0154304"
1607,DIS,,C0020617
161,DIS,,
1612,DIS,D001943,C0006142
1614,DIS,D018567,C0242788
1616,DIS,,C1332492
1618,DIS,D018226,"C0178421, C0206650"
162,DIS,D009369,C0006826
1623,DIS,,C1511317
1625,DIS,,C1328385
1626,DIS,,C0238034
1627,DIS,D018300,C0206713
1628,DIS,,C1334252
1629,DIS,,C1511320
1631,DIS,D003557,"C0010701, C0334501"
1634,DIS,,
1637,DIS,,C1511284
1638,DIS,D016862,C0085388
1639,DIS,D014394,C0041324
1641,DIS,,C1332477
1642,DIS,,"C1334564, C1510795"
1647,DIS,,C0153550
1649,DIS,,C0153551
1650,DIS,,C0153554
1657,DIS,D006345,C0018818
1659,DIS,D015173,"C0038874, C0751589"
166,DIS,D017600,C0206094
1660,DIS,,"C0349621, C1334612"
1664,DIS,D010871,C0205898
1670,DIS,,C0157770
1672,DIS,,C0155907
1673,DIS,,C0029850
1677,DIS,,C0156617
1678,DIS,D018856,C0600040
1679,DIS,D003556,C0010692
1680,DIS,,C0156268
1681,DIS,D006343,C0018816
1682,DIS,,
1686,DIS,D005901,C0017601
1687,DIS,D015355,C0017609
169,DIS,,
1697,DIS,,
17,DIS,D009140,C0026857
170,DIS,D004701,"C0014132, C0153658"
1700,DIS,,
1701,DIS,,
1702,DIS,D016112,C0079584
1703,DIS,,C0349631
171,DIS,,
1712,DIS,,C0003507
1713,DIS,,C0375200
172,DIS,D049309,C0333992
1724,DIS,D004381,"C0010474, C0013295"
1725,DIS,,C0153466
1726,DIS,,C0271080
1727,DIS,D012170,C0035328
1729,DIS,,C0035326
173,DIS,,C1333371
1731,DIS,C538362,"C0019655, C0035288"
1733,DIS,D003457,C0010418
1737,DIS,D004379,C0013291
1738,DIS,,C0238197
174,DIS,D049309,C0846967
1742,DIS,,C0033937
1748,DIS,,C0346359
1749,DIS,D002294,"C0007137, C0751688"
175,DIS,D019043,"C0282607, C0346845"
1751,DIS,,C0346360
1752,DIS,,
1754,DIS,,C0026269
1756,DIS,,
1757,DIS,D005150,C0015458
1759,DIS,D006660,C0153261
176,DIS,,C0497243
1760,DIS,,C1263899
1761,DIS,D008556,C0025235
1762,DIS,D002613,C0007971
1766,DIS,,C0015481
1768,DIS,,C0009946
1770,DIS,D008532,C0025162
1776,DIS,,C0155519
1777,DIS,,C0155515
178,DIS,D000783,"C0002940, C0042373"
1781,DIS,D013964,"C0007115, C0040136"
1785,DIS,D010911,"C0032019, C0496842"
1786,DIS,D000314,C0001630
1787,DIS,,C0031046
1788,DIS,,"C0346109, C0854886"
1789,DIS,,C1377610
1790,DIS,D000086002,"C0278752, C0345967"
1791,DIS,,C1514428
1792,DIS,,C1335307
1793,DIS,D010190,"C0030297, C0153458"
1795,DIS,,C0346648
1796,DIS,,C1096346
1798,DIS,D018273,C1328479
1799,DIS,,
18,DIS,,C1335051
180,DIS,D018214,C0206640
1800,DIS,D018278,C0206695
1802,DIS,D020422,C0235880
1803,DIS,D009443,C0027813
1811,DIS,D012019,C0034931
182,DIS,D002114,C0006663
1822,DIS,,C0339121
1824,DIS,D013226,C0038220
1825,DIS,,
1826,DIS,D004827,C0014544
1827,DIS,,
1829,DIS,,C0029752
1835,DIS,D020422,C0151295
1837,DIS,D016883,C0011880
1838,DIS,,
184,DIS,D001859,C0005967
1844,DIS,,C0154746
1849,DIS,,C0006870
1852,DIS,,
1856,DIS,,
1858,DIS,,
1862,DIS,D007573,C0022364
1863,DIS,D012888,C0037305
1866,DIS,D006101,C0162375
1869,DIS,,C0155561
1875,DIS,,C0021116
1876,DIS,,C0549622
1882,DIS,D006344,C0018817
1883,DIS,D006526,C0019196
1884,DIS,D006524,C0019194
1891,DIS,,
1893,DIS,,C0155177
1894,DIS,,C0155176
1895,DIS,,C0155178
1896,DIS,D012811,C0037073
1897,DIS,D012810,C0037072
1901,DIS,,C0238519
1906,DIS,,C1275254
1907,DIS,D051677,C0334463
1909,DIS,D008545,C0025202
1910,DIS,,C1336945
1911,DIS,D018240,C0014145
1919,DIS,,
192,DIS,D018312,C0206724
1920,DIS,D033461,C0740394
1921,DIS,D007713,C0022735
1923,DIS,,
1924,DIS,,
1925,DIS,C536436,C0265338
1926,DIS,,
1927,DIS,,
1928,DIS,D018980,C0175702
1929,DIS,,C0003499
193,DIS,,C0178830
1930,DIS,D007849,C0023138
1931,DIS,,
1932,DIS,,
1933,DIS,,
1934,DIS,,
1935,DIS,,
1936,DIS,D050197,C0004153
1942,DIS,,C0152210
1943,DIS,,C0263518
1947,DIS,D014245,C0040921
1949,DIS,D002764,C0008325
1962,DIS,D005184,C0015556
1963,DIS,D005185,C0238122
1964,DIS,D005185,"C0015558, C0153579"
1965,DIS,,C1517116
1967,DIS,D007890,C0023269
1969,DIS,D002547,C0007789
1970,DIS,,C1517117
1973,DIS,,C1517121
1974,DIS,D018195,C0001442
1975,DIS,,C1336744
1979,DIS,,C0154870
1984,DIS,D012004,C0034885
1988,DIS,,C1335685
1992,DIS,,C0349539
1993,DIS,D012004,"C0007113, C0949022"
1995,DIS,,C1335688
1996,DIS,,C0149978
1998,DIS,D008185,C0024164
1999,DIS,,C0155430
200,DIS,D005870,C0017525
2000,DIS,,C0155428
2001,DIS,D009463,C0027858
2006,DIS,D019773,C0339543
2007,DIS,,C0339436
201,DIS,D009372,C0027656
2012,DIS,,C0152094
2018,DIS,D006946,C0020459
2021,DIS,,C0153572
2024,DIS,,C0855173
2025,DIS,,C0349557
203,DIS,D005096,C1442903
2030,DIS,,"C0003469, C0154455"
2033,DIS,,C0009460
2034,DIS,D004678,C0014068
204,DIS,D000070676,C0242490
2043,DIS,D006509,C0019163
2044,DIS,D056487,C0524912
2047,DIS,D003699,C0011226
2048,DIS,D019693,"C0241910, C1332355"
205,DIS,D015576,C0020492
2050,DIS,,C0155804
2051,DIS,D015523,C0024959
2053,DIS,,C1335666
2055,DIS,,C0038436
2058,DIS,D002178,C0006845
2059,DIS,D014845,C0042994
206,DIS,,
2060,DIS,,C1520091
2061,DIS,,
2064,DIS,,C1520099
2065,DIS,D018252,C0206673
2066,DIS,,C1274281
2068,DIS,,C0220616
2071,DIS,,C1336982
2072,DIS,,C1520097
2073,DIS,,C0159006
2074,DIS,D007416,C0021845
2075,DIS,,C1510791
2076,DIS,,C1520082
2078,DIS,,C1511091
2079,DIS,,C0346026
2080,DIS,,C1520100
2088,DIS,,C0949134
2089,DIS,D003248,C0009806
2092,DIS,,C0152083
2093,DIS,,C0241989
2095,DIS,,C1321904
2096,DIS,,C0238525
2097,DIS,,C1275217
2098,DIS,,C1336975
210,DIS,D036982,C0158322
2101,DIS,,C0280856
2106,DIS,D009224,C0027127
2112,DIS,D021865,C0311386
2113,DIS,D003048,C0009187
2115,DIS,,
2120,DIS,D005489,C0016395
2121,DIS,,
2122,DIS,,C0339946
2123,DIS,,C0029835
2127,DIS,,C1332606
2129,DIS,,C1266184
2132,DIS,,C1332607
2133,DIS,,C1332892
2135,DIS,,"C0153636, C1263887"
2139,DIS,,C0341766
214,DIS,,
2140,DIS,,C1519826
2142,DIS,,C1336888
2143,DIS,,C1518721
2145,DIS,,C0235770
2146,DIS,,C0280746
2148,DIS,,C0152828
2149,DIS,D014401,C0041333
2150,DIS,,C1518720
2151,DIS,,C1518236
2152,DIS,,C0341823
2153,DIS,,C1518746
2154,DIS,D009396,"C0027708, C1332219"
2155,DIS,C562841,C0346180
2156,DIS,,C0238324
216,DIS,D003731,"C0011334, C1456145"
2163,DIS,,C0339820
217,DIS,,C0266853
2170,DIS,D014627,"C0042267, C0042268"
2173,DIS,D005142,C0015424
2174,DIS,,
2176,DIS,,C0007079
218,DIS,,C0153439
2181,DIS,,C0154190
2187,DIS,D000567,C0002452
219,DIS,D003110,C0007102
221,DIS,,C0155390
2211,DIS,D005177,C0015530
2212,DIS,,
2213,DIS,D006474,C0019087
2214,DIS,,
2215,DIS,,
2216,DIS,,
2217,DIS,,
2218,DIS,D001791,C0005818
2219,DIS,D013915,C0040015
222,DIS,,C0155389
2222,DIS,,
2223,DIS,,
2224,DIS,D013920,C0040028
2226,DIS,,C1292778
2228,DIS,D013922,C0836924
2229,DIS,D005173,C0015523
223,DIS,,C0004812
2231,DIS,D005175,C0015526
2234,DIS,,
2235,DIS,,
2236,DIS,D000347,C0001733
2237,DIS,D006521,"C0001308, C0019189"
2239,DIS,,C0235369
224,DIS,D002546,"C0007787, C0155728"
2247,DIS,D055009,C0038019
225,DIS,,
2251,DIS,,C0020561
2253,DIS,D002577,C0007867
2256,DIS,,
227,DIS,D000844,C0003090
2272,DIS,D002181,C0700345
2273,DIS,D014848,C0042998
2275,DIS,D010608,"C0001344, C0031345"
2277,DIS,D006058,C0018050
2280,DIS,D017497,C0162836
2282,DIS,D016575,C0085160
2283,DIS,,C0235270
2286,DIS,,C1333176
229,DIS,D005831,C0017411
2297,DIS,D007922,"C0023364, C0043102"
230,DIS,D016472,C0154682
2300,DIS,D013169,C0038018
2301,DIS,,C0156296
2303,DIS,,C0038273
231,DIS,,
2312,DIS,D009617,C0028242
2314,DIS,,C0155888
2316,DIS,D002545,C0007786
2320,DIS,D008173,C0600260
2321,DIS,,
2326,DIS,D005759,C0017160
2327,DIS,,C0563238
2338,DIS,D008339,"C0024694, C0153511"
2339,DIS,,
234,DIS,D003110,C0338106
2340,DIS,,
2344,DIS,,C0154254
2345,DIS,,
2346,DIS,,C0026471
2347,DIS,,C0017327
2348,DIS,D050197,"C0004153, C3665365"
2349,DIS,D001161,C0003850
235,DIS,D003110,C0009375
2351,DIS,,
2352,DIS,,
2354,DIS,D000750,C0002890
2355,DIS,D000740,C0002871
2361,DIS,D000748,C0002886
2364,DIS,,"C0032807, C1135219"
2365,DIS,D014901,C0751583
2366,DIS,D014901,C0043124
2367,DIS,,
2368,DIS,,
2373,DIS,D004612,C0013902
2377,DIS,,
2378,DIS,D020529,C0751967
238,DIS,D011681,C0034124
2382,DIS,D007647,C0022610
2383,DIS,D007567,C0022353
2384,DIS,D014899,C0043121
2388,DIS,,C0268790
2392,DIS,,C0268837
2394,DIS,D010051,"C0919267, C1140680"
240,DIS,D007499,C0022078
2401,DIS,,"C0153589, C1333070"
2409,DIS,D012227,C0035469
2410,DIS,,C0346060
2411,DIS,D016586,C0085167
2425,DIS,,C0346063
2426,DIS,D005729,
2430,DIS,,C0346083
2431,DIS,,
2433,DIS,,C0345988
2435,DIS,,C1275226
2436,DIS,D005918,C0334421
2438,DIS,,
2441,DIS,,C1333646
2444,DIS,D006964,C0020506
2449,DIS,D000172,C0001206
2450,DIS,D012170,C0154841
2451,DIS,D018455,C0242666
2452,DIS,D019851,C0398623
2455,DIS,,C0155149
2456,DIS,,C0005743
2457,DIS,D003233,C0009769
2458,DIS,,C0854165
2460,DIS,,C0155372
2462,DIS,,C0154833
2468,DIS,,C0029516
2473,DIS,,C0029119
2474,DIS,D003233,C0009773
2475,DIS,,C0155145
2476,DIS,D015419,C0037773
2477,DIS,,
2479,DIS,D014717,C0155503
248,DIS,D014134,"C0040582, C1336772"
2485,DIS,D010760,C0031707
2490,DIS,,
2491,DIS,,
2493,DIS,,C0267211
2494,DIS,,"C0085411, C0156091"
2495,DIS,,C0343082
2497,DIS,,C0399400
2498,DIS,D014077,C0040436
2508,DIS,D001015,"C0003490, C0039263"
251,DIS,,C1456283
2510,DIS,,C0270707
2512,DIS,,
2513,DIS,,
2516,DIS,,C1334237
2517,DIS,,C0154050
2518,DIS,D009920,C0029191
2519,DIS,D013733,C0039584
252,DIS,,C0033936
2526,DIS,,C0007112
2527,DIS,D009401,C0027720
2529,DIS,D013158,C0037997
2530,DIS,,C0272412
2531,DIS,D019337,C0376544
2533,DIS,D013159,C0037998
2536,DIS,D020277,C0393819
2537,DIS,,C0154758
2538,DIS,D018887,C0282512
254,DIS,,C0154052
2544,DIS,,C0270849
2548,DIS,D020195,C0270857
255,DIS,,
2550,DIS,,C0393724
2555,DIS,,C0018202
2556,DIS,D011081,C0032453
2557,DIS,D002357,C0085700
2559,DIS,,C0524662
256,DIS,,C0685201
2560,DIS,,C0026552
2562,DIS,D010482,C0031024
2565,DIS,,
2566,DIS,,
2568,DIS,D002575,"C0007860, C0007861"
2569,DIS,D015593,C0035312
2570,DIS,,
2571,DIS,,
2575,DIS,,C0154482
2580,DIS,,
2581,DIS,,
2582,DIS,,
2583,DIS,,
2590,DIS,C535761,C3501848
2595,DIS,,C0153483
2596,DIS,D007822,C0007107
2597,DIS,,C0345713
2598,DIS,D007822,C0023055
2599,DIS,,C0740083
26,DIS,,
260,DIS,,C0153433
2600,DIS,,C0595989
2601,DIS,,C0334548
2602,DIS,D002812,C0936248
2609,DIS,D018194,C0206622
261,DIS,,C0153434
2614,DIS,,C0334360
2615,DIS,D010212,"C0030354, C0205875"
2616,DIS,,C0334530
262,DIS,,C0346256
2621,DIS,,C1332356
2626,DIS,D020288,"C0205770, C1332963"
263,DIS,D007680,"C0022665, C0494158"
2632,DIS,,
2634,DIS,D003537,C0010633
2636,DIS,D001948,C0006160
2639,DIS,,C0334497
264,DIS,D006393,C0018922
2640,DIS,D013330,C0038478
2641,DIS,,C0280134
2643,DIS,D054973,C1300127
2645,DIS,D008654,C0025500
2647,DIS,,C1266175
2648,DIS,,C1368816
2649,DIS,D002804,C0008441
265,DIS,,C0346424
2653,DIS,D054363,C0334511
2656,DIS,,C0334496
2658,DIS,D003884,C0011649
2660,DIS,,C1368903
2661,DIS,D009208,C0027070
